GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,2002,2002,2002,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,156127.0,156 127 [148 363-164 306],148363.0,164306.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2010,2010,2010,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,28821.0,28 821 [26 210-31 471],26210.0,31471.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00049,0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1978,1978,1978,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,282588.0,282 588 [269 708-296 384],269708.0,296384.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2010,2010,2010,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,76723.0,76 723 [73 649-79 875],73649.0,79875.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.77566,1.8,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2007,2007,2007,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,8608.0,8608 [7739-9736],7739.0,9736.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02409,0,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2011,2011,2011,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,8.157886915,8.2 [7.6-8.8],7.574918576,8.797128347
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,5.898082869,5.9 [5.2-6.9],5.155482509,6.858888318
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,14326.0,14 326 [12 165-16 710],12165.0,16710.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,8.218783784,8.2 [7.3-9.3],7.327699915,9.274404463
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2012,2012,2012,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2004,2004,2004,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,7074.0,7074 [5692-8571],5692.0,8571.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.01671,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1973,1973,1973,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,754895.0,754 895 [717 633-793 651],717633.0,793651.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.24921,0.2,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,65.327659324,65.3 [60.5-70.4],60.546245509,70.361585245
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1996,1996,1996,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,112.602996258,112.6 [108.6-116.9],108.649848732,116.880414167
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1998,1998,1998,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,85.791074811,85.8 [78.7-93.5],78.692832462,93.488562827
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1953,1953,1953,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,437707.0,437 707 [389 578-490 997],389578.0,490997.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2005,2005,2005,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,9.620103732,9.6 [8.7-10.7],8.672942894,10.739535716
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2006,2006,2006,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,43.923010783,43.9 [42.5-45.4],42.474710003,45.425187676
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,19243.20532,19243.2,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00444,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,5889.79135,5889.8,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,7.82895,7.8,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2006,2006,2006,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,10.10647,10.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012,2012,2012,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.06335,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,8.273624396,8.3 [7.6-9.0],7.602536946,9.034970438
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2003,2003,2003,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,5.218594501,5.2 [4.7-5.6],4.735649977,5.641818949
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1981,1981,1981,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,137.383618335,137.4 [131.6-143.6],131.577197946,143.558199986
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.17112,1.2,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00209,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,9812.185043914,9812,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00283,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.70089,1.7,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2006,2006,2006,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,162699.0,162 699 [157 375-168 223],157375.0,168223.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1974,1974,1974,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,401488.0,401 488 [381 174-422 871],381174.0,422871.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1989,1989,1989,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,92.119213428,92.1 [88.6-95.7],88.558603191,95.721423011
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2001,2001,2001,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,90.995297193,91.0 [84.3-97.9],84.270913106,97.866939824
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,21045.993333312,21 046,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1969,1969,1969,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,137.134141834,137.1 [127.9-146.6],127.888513239,146.555886104
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001,2001,2001,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,1997,1997,1997,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,29618.0,29 618 [26 974-32 600],26974.0,32600.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,4547.3603,4547.4,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1999,1999,1999,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,59.959811173,60.0 [54.5-65.9],54.490974299,65.87127467
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08973,0.1,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2005,2005,2005,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,63.168679169,63.2 [61.1-65.4],61.104567944,65.382685209
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.14026,0.1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,19669.92915,19669.9,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2000,2000,2000,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,75567.0,75 567 [69 829-81 429],69829.0,81429.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.92032,0.9,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,16576.0,16 576 [15 145-18 126],15145.0,18126.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1968,1968,1968,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,230.99417225,231.0 [216.0-246.7],215.995315936,246.727341
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02504,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,43.0,43,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,106.0875,106.1,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1965,1965,1965,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,238.454252177,238.5 [221.9-256.5],221.939774775,256.543222942
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1962,1962,1962,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,254.778590655,254.8 [235.2-276.7],235.177887111,276.743450792
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.39783,0.4,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,9240.1355,9240.1,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2008,2008,2008,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,68.452797161,68.5 [63.6-73.5],63.575593496,73.471254776
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.14339,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1996,1996,1996,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,9.187963291,9.2 [8.1-10.6],8.13606363,10.569684729
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00017,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1967,1967,1967,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,222.971357447,223.0 [207.9-238.7],207.916841633,238.677732998
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1980,1980,1980,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,382659.0,382 659 [366 339-399 689],366339.0,399689.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1980,1980,1980,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,140.825504997,140.8 [134.7-147.4],134.7214692,147.3729924
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,6.32172,6.3,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.063,0.1,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2003,2003,2003,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,10.627303861,10.6 [9.7-11.6],9.713531624,11.613689802
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,6079.94656,6079.9,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2005,2005,2005,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_MLE,Male,9.678949919,9.7 [8.7-10.8],8.666727111,10.841478701
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.18603,0.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,4265.750893254,4266,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.43192,4.4,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,3.402947981,3.4 [3.3-3.5],3.259605605,3.549458796
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1995,1995,1995,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,24744.0,24 744 [22 194-27 961],22194.0,27961.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,17.763045996,18,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2010,2010,2010,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,4.665947198,4.7 [4.3-5.0],4.324188138,5.012029091
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1982,1982,1982,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,500050.0,500 050 [482 096-518 573],482096.0,518573.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1968,1968,1968,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,201091.0,201 091 [187 277-214 964],187277.0,214964.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2011,2011,2011,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,41.094411829,41.1 [37.6-44.8],37.574905673,44.788705186
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,SEAR,South-East Asia,BGD,Bangladesh,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0567,0.1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_BTSX,Both sexes,5722.80966,5722.8,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2018,2018,2018,SEAR,South-East Asia,BGD,Bangladesh,SEX,SEX_FMLE,Female,31.400588267,31.4 [29.7-33.0],29.725418503,32.982945409
