GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MALARIA_IMPORTED,Number of imported malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-imported-malaria-cases,2016,2016,2016,SEAR,South-East Asia,BGD,Bangladesh,,,,109.0,109,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2018,2018,2018,SEAR,South-East Asia,BGD,Bangladesh,,,,10482.0,10 482,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2011,2011,2011,SEAR,South-East Asia,BGD,Bangladesh,,,,3.832158791,3.83 [3.28-4.41],3.279916085,4.414007207
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,,,,458.0,458,,
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,,,,4744.0,4744,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,,,,1.192951693,1.19 [1.01-1.38],1.014979528,1.382008261
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,,,,16567.0,16 567,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2018,2018,2018,SEAR,South-East Asia,BGD,Bangladesh,,,,10523.0,10 523,,
MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-vivax-malaria-cases,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,,,,1245.0,1245,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2022,2022,2022,SEAR,South-East Asia,BGD,Bangladesh,,,,18246.0,18 246,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,,,,17219.0,17 219,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2004,2004,2004,SEAR,South-East Asia,BGD,Bangladesh,,,,3.279076415,3.28 [3.28-3.28],3.279076415,3.279076415
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,,,,0.420991407,0.42 [0.36-0.49],0.358330923,0.488062676
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,,,,5868.0,5868,,
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2017,2017,2017,SEAR,South-East Asia,BGD,Bangladesh,,,,3325.0,3325,,
MALARIA_IMPORTED,Number of imported malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-imported-malaria-cases,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,,,,19.0,19,,
MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-vivax-malaria-cases,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,,,,4000.0,4000,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,,,,0.496661674,0.50 [0.42-0.58],0.423273464,0.576468464
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,,,,6130.0,6130,,
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,,,,1507230.0,1 507 230,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2024,2024,2024,SEAR,South-East Asia,BGD,Bangladesh,,,,0.860524973,0.86 [0.73-1.00],0.734941308,0.998247194
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,,,,318414.0,318 414,,
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,,,,14752.0,14 752,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2017,2017,2017,SEAR,South-East Asia,BGD,Bangladesh,,,,29247.0,29 247,,
MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-vivax-malaria-cases,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,,,,2126.0,2126,,
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2021,2021,2021,SEAR,South-East Asia,BGD,Bangladesh,,,,1470849.0,1 470 849,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,,,,6128.0,6128,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2020,2020,2020,SEAR,South-East Asia,BGD,Bangladesh,,,,6130.0,6130,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2024,2024,2024,SEAR,South-East Asia,BGD,Bangladesh,,,,0.128308893,0.13 [0.06-0.20],0.058808242,0.203155747
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,,,,0.0,0,,
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2018,2018,2018,SEAR,South-East Asia,BGD,Bangladesh,,,,8470.0,8470,,
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2023,2023,2023,SEAR,South-East Asia,BGD,Bangladesh,,,,1760470.0,1 760 470,,
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2019,2019,2019,SEAR,South-East Asia,BGD,Bangladesh,,,,1311.0,1311,,
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2018,2018,2018,SEAR,South-East Asia,BGD,Bangladesh,,,,800251.0,800 251,,
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2015,2015,2015,SEAR,South-East Asia,BGD,Bangladesh,,,,527659.0,527 659,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2022,2022,2022,SEAR,South-East Asia,BGD,Bangladesh,,,,18246.0,18 246,,
